Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,657,4713,2685,67.61,8,2685.0,0.0367,2590.0,171.38,1
Resistance,1177,4697,2937,58.68,20,2937.0,0.134,2590.0,138.91,2
Resistance,1132,5209,3171,67.94,19,3171.0,0.2243,2590.0,81.08,3
Resistance,1087,7019,4053,98.86,13,4053.0,0.5649,2590.0,22.61,4
Resistance,1208,6330,3769,85.36,9,3769.0,0.4552,2590.0,19.35,5
Resistance,1600,5200,3400,60.0,6,3400.0,0.3127,2590.0,18.59,6
Support,-146,4976,2415,85.37,14,2415.0,0.0676,2590.0,180.49,1
Support,-865,3094,1114,65.99,46,1114.0,0.5699,2590.0,79.33,2
Support,-94,4352,2129,74.1,13,2129.0,0.178,2590.0,69.15,3
Support,-792,3419,1313,70.18,31,1313.0,0.4931,2590.0,61.62,4
Support,-1825,5206,1690,117.18,13,1690.0,0.3475,2590.0,36.36,5
Support,-2285,3937,826,103.7,7,826.0,0.6811,2590.0,10.13,6
