Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,-8,426,209,7.24,57,209.0,0.0718,195.0,696.87,1
Resistance,32,434,233,6.69,33,233.0,0.1949,195.0,161.08,2
Resistance,48,457,252,6.81,17,252.0,0.2923,195.0,56.23,3
Resistance,-21,646,312,11.12,12,312.0,0.6,195.0,19.67,4
Resistance,61,486,273,7.09,8,273.0,0.4,195.0,19.51,5
Resistance,-140,842,351,16.36,11,351.0,0.8,195.0,13.58,6
Support,115,263,189,2.47,15,189.0,0.0308,195.0,367.92,1
Support,141,223,182,1.36,8,182.0,0.0667,195.0,104.35,2
Support,129,192,160,1.04,13,160.0,0.1795,195.0,68.61,3
Support,120,234,177,1.89,4,177.0,0.0923,195.0,39.1,4
Support,125,207,166,1.37,6,166.0,0.1487,195.0,37.8,5
Support,133,176,155,0.71,2,155.0,0.2051,195.0,9.3,6
