Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,84,731,407,10.78,6,407.0,0.0544,386.0,93.16,1
Resistance,399,468,433,1.15,3,433.0,0.1218,386.0,22.77,2
Resistance,202,892,547,11.51,5,547.0,0.4171,386.0,11.71,3
Resistance,117,869,493,12.53,3,493.0,0.2772,386.0,10.45,4
Resistance,233,937,585,11.73,5,585.0,0.5155,386.0,9.51,5
Resistance,-204,1494,645,28.28,2,645.0,0.671,386.0,2.94,6
Support,-412,1071,329,24.71,18,329.0,0.1477,386.0,114.16,1
Support,-230,773,272,16.72,26,272.0,0.2953,386.0,85.15,2
Support,-177,356,89,8.87,58,89.0,0.7694,386.0,74.41,3
Support,-86,405,160,8.18,26,160.0,0.5855,386.0,43.66,4
Support,-199,577,189,12.93,21,189.0,0.5104,386.0,40.36,5
Support,-128,368,120,8.27,22,120.0,0.6891,386.0,31.47,6
