Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,2643,2674,2659,15.53,15
Resistance,2711,2753,2732,20.92,19
Resistance,2780,2849,2815,34.48,15
Resistance,2921,2992,2957,35.4,9
Resistance,3154,3281,3218,63.71,8
Resistance,3317,3458,3388,70.71,2
Resistance,3701,3876,3788,87.1,2
Resistance,4393,4393,4393,0.0,1
Support,1457,1532,1495,37.7,11
Support,1696,1744,1720,23.99,6
Support,1806,1806,1806,0.0,1
Support,1963,2070,2017,53.58,17
Support,2189,2275,2232,42.84,16
Support,2366,2430,2398,31.72,26
Support,2483,2523,2503,19.96,23
Support,2558,2601,2580,21.7,16
