Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,1712,1767,1739,27.38,22
Resistance,1801,1896,1849,47.81,13
Resistance,2057,2200,2128,71.13,17
Resistance,2335,2462,2398,63.48,9
Resistance,2662,2789,2725,63.23,9
Resistance,2875,2993,2934,59.3,6
Resistance,3238,3238,3238,0.0,1
Resistance,3670,3918,3794,124.14,2
Support,177,202,190,12.68,10
Support,282,309,296,13.48,9
Support,449,522,485,36.58,5
Support,734,901,817,83.59,5
Support,1127,1211,1169,41.78,9
Support,1279,1345,1312,33.01,19
Support,1438,1512,1475,37.15,28
Support,1596,1672,1634,37.63,31
