Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,255,24,63,129,0.8153,0.914,0.8019,0.8543
AKRA,436,16,6,13,0.9533,0.9646,0.9864,0.9754
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,464,5,2,0,0.9851,0.9893,0.9957,0.9925
BULL,405,14,17,35,0.9342,0.9666,0.9597,0.9631
BUMI,336,10,40,85,0.8938,0.9711,0.8936,0.9307
DEWA,132,25,99,215,0.7367,0.8408,0.5714,0.6804
DOID,167,17,99,188,0.7537,0.9076,0.6278,0.7422
ELSA,192,13,105,161,0.7495,0.9366,0.6465,0.7649
ENRG,264,10,65,132,0.8408,0.9635,0.8024,0.8756
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,370,19,28,54,0.9002,0.9512,0.9296,0.9403
INDY,391,6,22,52,0.9406,0.9849,0.9467,0.9654
ITMA,47,28,132,264,0.6603,0.6267,0.2626,0.3701
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,344,15,44,68,0.8747,0.9582,0.8866,0.921
MBSS,385,7,17,62,0.949,0.9821,0.9577,0.9698
MEDC,349,35,25,62,0.8726,0.9089,0.9332,0.9208
PGAS,160,33,95,183,0.7282,0.829,0.6275,0.7143
PTBA,412,17,18,24,0.9257,0.9604,0.9581,0.9593
RUIS,440,6,8,17,0.9703,0.9865,0.9821,0.9843
SOCI,376,11,32,52,0.9087,0.9716,0.9216,0.9459
TCPI,314,9,56,92,0.862,0.9721,0.8486,0.9062
TEBE,333,6,52,80,0.8769,0.9823,0.8649,0.9199
TPMA,467,4,0,0,0.9915,0.9915,1.0,0.9957
WINS,420,33,6,12,0.9172,0.9272,0.9859,0.9556
