Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,77,81,79,2.15,17,79.0,0.0533,75.0,268.42,1
Resistance,89,96,92,3.42,23,92.0,0.2267,75.0,97.18,2
Resistance,102,113,108,5.36,9,108.0,0.44,75.0,20.0,3
Resistance,156,164,160,3.51,13,160.0,1.1333,75.0,11.37,4
Resistance,138,146,142,4.38,10,142.0,0.8933,75.0,11.07,5
Resistance,118,131,124,6.88,5,124.0,0.6533,75.0,7.54,6
Resistance,170,178,174,3.51,7,174.0,1.32,75.0,5.26,7
Resistance,188,200,194,6.21,6,194.0,1.5867,75.0,3.76,8
Resistance,232,232,232,0.0,2,232.0,2.0933,75.0,0.95,9
Resistance,257,263,260,2.83,2,260.0,2.4667,75.0,0.81,10
Support,73,74,74,0.45,5,74.0,0.0133,75.0,214.29,1
Support,67,68,67,0.38,7,67.0,0.1067,75.0,60.0,2
Support,69,70,69,0.58,4,69.0,0.08,75.0,44.44,3
Support,63,64,64,0.45,5,64.0,0.1467,75.0,31.91,4
Support,71,72,71,0.71,2,71.0,0.0533,75.0,31.58,5
Support,66,66,66,0.0,3,66.0,0.12,75.0,23.08,6
Support,65,65,65,0.0,3,65.0,0.1333,75.0,20.93,7
Support,61,62,61,0.5,4,61.0,0.1867,75.0,20.34,8
Support,50,50,50,0.0,5,50.0,0.3333,75.0,14.56,9
Support,60,60,60,0.0,2,60.0,0.2,75.0,9.52,10
