Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,-102,605,252,11.77,33
Resistance,-88,692,302,13.01,23
Resistance,-88,784,348,14.53,22
Resistance,-2,810,404,13.54,8
Resistance,171,710,440,8.98,7
Resistance,56,904,480,14.14,2
Resistance,265,824,544,9.32,7
Resistance,113,1104,609,16.52,4
Resistance,98,1312,705,20.25,6
Support,79,212,146,2.22,4
Support,111,204,157,1.55,8
Support,93,235,164,2.38,7
Support,126,217,171,1.53,3
Support,120,268,194,2.48,7
Support,174,234,204,1.0,4
Support,168,252,210,1.41,5
Support,175,258,216,1.38,7
Support,168,276,222,1.79,6
