Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,-102,605,252,11.77,33,252.0,0.115,226.0,263.91,1
Resistance,-88,692,302,13.01,23,302.0,0.3363,226.0,66.42,2
Resistance,-164,866,351,17.17,24,351.0,0.5531,226.0,42.62,3
Resistance,-10,853,422,14.38,11,422.0,0.8673,226.0,12.54,4
Resistance,265,824,544,9.32,7,544.0,1.4071,226.0,4.94,5
Resistance,-80,1012,466,18.18,4,466.0,1.0619,226.0,3.73,6
Resistance,98,1312,705,20.25,6,705.0,2.1195,226.0,2.82,7
Resistance,113,1104,609,16.52,4,609.0,1.6947,226.0,2.35,8
Support,149,293,221,2.39,8,221.0,0.0221,226.0,249.04,1
Support,165,265,215,1.67,6,215.0,0.0487,226.0,102.26,2
Support,106,307,207,3.34,8,207.0,0.0841,226.0,85.04,3
Support,120,268,194,2.48,7,194.0,0.1416,226.0,46.18,4
Support,111,204,157,1.55,8,157.0,0.3053,226.0,25.37,5
Support,93,235,164,2.38,7,164.0,0.2743,226.0,24.62,6
Support,126,217,171,1.53,3,171.0,0.2434,226.0,11.84,7
Support,79,212,146,2.22,4,146.0,0.354,226.0,10.99,8
