Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,7136,44891,26014,629.25,9,26014.0,0.0262,25350.0,248.66,1
Resistance,1640,56073,28856,907.23,27,28856.0,0.1383,25350.0,182.06,2
Resistance,9062,57797,33430,812.24,11,33430.0,0.3187,25350.0,33.46,3
Resistance,19005,53578,36292,576.22,9,36292.0,0.4316,25350.0,20.38,4
Resistance,26462,56971,41717,508.49,12,41717.0,0.6456,25350.0,18.3,5
Resistance,25373,51699,38536,438.77,9,38536.0,0.5202,25350.0,16.98,6
Resistance,23848,65052,44450,686.72,12,44450.0,0.7535,25350.0,15.72,7
Resistance,28896,51679,40288,379.72,6,40288.0,0.5893,25350.0,10.01,8
Support,6315,42581,24448,604.43,14,24448.0,0.0356,25350.0,307.14,1
Support,10343,34935,22639,409.86,9,22639.0,0.1069,25350.0,76.96,2
Support,-781,40767,19993,692.47,17,19993.0,0.2113,25350.0,76.81,3
Support,-12807,35724,11458,808.84,24,11458.0,0.548,25350.0,43.01,4
Support,294,15622,7958,255.47,23,7958.0,0.6861,25350.0,33.04,5
Support,-3951,31451,13750,590.02,13,13750.0,0.4576,25350.0,27.8,6
Support,-8739,41283,16272,833.71,9,16272.0,0.3581,25350.0,24.45,7
Support,-7867,21899,7016,496.1,12,7016.0,0.7232,25350.0,16.37,8
