Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,457,9,3,2,0.9745,0.9807,0.9935,0.987
AKRA,454,17,0,0,0.9639,0.9639,1.0,0.9816
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,439,6,8,18,0.9703,0.9865,0.9821,0.9843
BUMI,356,22,31,62,0.8875,0.9418,0.9199,0.9307
DEWA,185,3,84,199,0.8153,0.984,0.6877,0.8096
DOID,240,11,77,143,0.8132,0.9562,0.7571,0.8451
ELSA,217,16,100,138,0.7537,0.9313,0.6845,0.7891
ENRG,317,15,45,94,0.8726,0.9548,0.8757,0.9135
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,447,5,7,12,0.9745,0.9889,0.9846,0.9868
INDY,435,7,9,20,0.966,0.9842,0.9797,0.9819
ITMA,391,3,18,59,0.9554,0.9924,0.956,0.9738
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,410,10,20,31,0.9363,0.9762,0.9535,0.9647
MBSS,449,13,3,6,0.966,0.9719,0.9934,0.9825
MEDC,453,18,0,0,0.9618,0.9618,1.0,0.9805
PGAS,311,27,49,84,0.8386,0.9201,0.8639,0.8911
PTBA,446,13,6,6,0.9597,0.9717,0.9867,0.9791
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,439,9,10,13,0.9597,0.9799,0.9777,0.9788
TCPI,378,19,27,47,0.9023,0.9521,0.9333,0.9426
TEBE,367,15,35,54,0.8938,0.9607,0.9129,0.9362
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,464,7,0,0,0.9851,0.9851,1.0,0.9925
