Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,137,21,99,214,0.7452,0.8671,0.5805,0.6954
AKRA,172,53,86,160,0.7049,0.7644,0.6667,0.7122
APEX,412,3,23,33,0.9448,0.9928,0.9471,0.9694
ARII,272,46,71,82,0.7516,0.8553,0.793,0.823
BULL,224,34,95,118,0.7261,0.8682,0.7022,0.7764
BUMI,184,17,95,175,0.7622,0.9154,0.6595,0.7667
DEWA,50,34,138,249,0.6348,0.5952,0.266,0.3676
DOID,95,29,125,222,0.673,0.7661,0.4318,0.5523
ELSA,73,25,146,227,0.6369,0.7449,0.3333,0.4606
ENRG,123,40,106,202,0.69,0.7546,0.5371,0.6276
FIRE,352,0,58,61,0.8769,1.0,0.8585,0.9239
HRUM,254,12,76,129,0.8132,0.9549,0.7697,0.8523
INDY,288,31,51,101,0.8259,0.9028,0.8496,0.8754
ITMA,28,9,143,290,0.6766,0.7568,0.1637,0.2692
ITMG,289,34,51,97,0.8195,0.8947,0.85,0.8718
KKGI,204,18,106,143,0.7367,0.9189,0.6581,0.7669
MBSS,54,27,153,237,0.6178,0.6667,0.2609,0.375
MEDC,112,30,117,212,0.6879,0.7887,0.4891,0.6038
PGAS,54,6,138,273,0.6943,0.9,0.2812,0.4286
PTBA,231,37,87,116,0.7367,0.8619,0.7264,0.7884
RUIS,101,28,135,207,0.6539,0.7829,0.428,0.5534
SOCI,143,35,131,162,0.6476,0.8034,0.5219,0.6327
TCPI,162,61,95,153,0.6688,0.7265,0.6304,0.675
TEBE,139,28,146,158,0.6306,0.8323,0.4877,0.615
TPMA,380,35,28,28,0.8662,0.9157,0.9314,0.9235
WINS,219,21,91,140,0.7622,0.9125,0.7065,0.7964
