Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,137,21,99,214,0.7452,0.8671,0.5805,0.6954
AKRA,218,38,71,144,0.7686,0.8516,0.7543,0.8
APEX,416,3,20,32,0.9512,0.9928,0.9541,0.9731
ARII,394,32,20,25,0.8896,0.9249,0.9517,0.9381
BULL,224,34,95,118,0.7261,0.8682,0.7022,0.7764
BUMI,184,17,95,175,0.7622,0.9154,0.6595,0.7667
DEWA,131,25,100,215,0.7346,0.8397,0.5671,0.677
DOID,148,19,106,198,0.7346,0.8862,0.5827,0.7031
ELSA,83,25,140,223,0.6497,0.7685,0.3722,0.5015
ENRG,123,40,106,202,0.69,0.7546,0.5371,0.6276
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,255,12,76,128,0.8132,0.9551,0.7704,0.8528
INDY,302,29,45,95,0.8429,0.9124,0.8703,0.8909
ITMA,28,13,141,288,0.6723,0.6829,0.1657,0.2667
ITMG,314,47,44,66,0.8068,0.8698,0.8771,0.8734
KKGI,204,18,106,143,0.7367,0.9189,0.6581,0.7669
MBSS,68,29,146,228,0.6285,0.701,0.3178,0.4373
MEDC,112,30,117,212,0.6879,0.7887,0.4891,0.6038
PGAS,54,6,138,273,0.6943,0.9,0.2812,0.4286
PTBA,231,37,87,116,0.7367,0.8619,0.7264,0.7884
RUIS,157,20,118,176,0.707,0.887,0.5709,0.6947
SOCI,146,35,131,159,0.6476,0.8066,0.5271,0.6376
TCPI,192,44,91,144,0.7134,0.8136,0.6784,0.7399
TEBE,137,30,146,158,0.6263,0.8204,0.4841,0.6089
TPMA,380,35,28,28,0.8662,0.9157,0.9314,0.9235
WINS,219,21,91,140,0.7622,0.9125,0.7065,0.7964
