Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,7136,44891,26014,629.25,9
Resistance,-1472,59368,28948,1014.0,28
Resistance,2198,66260,34229,1067.7,14
Resistance,8961,66832,37896,964.51,14
Resistance,16315,66166,41240,830.85,18
Resistance,23848,65052,44450,686.72,12
Support,-9319,24643,7662,566.02,35
Support,-13569,36593,11512,836.04,25
Support,-12514,40995,14241,891.81,16
Support,-22734,60284,18775,1383.62,16
Support,-9050,52561,21755,1026.86,14
Support,4395,44335,24365,665.66,15
